ID:7129300520 Price category: 1.0
ID:6414100192 Price category: 4.0
ID:5631500400 Price category: 1.0
ID:2487200875 Price category: 4.0
ID:1954400510 Price category: 4.0
ID:7237550310 Price category: 6.0
ID:1321400060 Price category: 2.0
ID:2008000270 Price category: 2.0
ID:2414600126 Price category: 1.0
ID:3793500160 Price category: 3.0
ID:1736800520 Price category: 5.0
ID:9212900260 Price category: 4.0
ID:114101516 Price category: 2.0
ID:6054650070 Price category: 3.0
ID:1175000570 Price category: 4.0
ID:9297300055 Price category: 5.0
ID:1875500060 Price category: 3.0
ID:6865200140 Price category: 4.0
ID:16000397 Price category: 1.0
ID:7983200060 Price category: 1.0
ID:6300500875 Price category: 3.0
ID:2524049179 Price category: 6.0
ID:7137970340 Price category: 2.0
ID:8091400200 Price category: 2.0
ID:3814700200 Price category: 3.0
ID:1202000200 Price category: 1.0
ID:1794500383 Price category: 6.0
ID:3303700376 Price category: 5.0
ID:5101402488 Price category: 3.0
ID:1873100390 Price category: 5.0
ID:8562750320 Price category: 4.0
ID:2426039314 Price category: 2.0
ID:461000390 Price category: 5.0
ID:7589200193 Price category: 4.0
ID:7955080270 Price category: 3.0
ID:9547205180 Price category: 5.0
ID:9435300030 Price category: 4.0
ID:2768000400 Price category: 4.0
ID:7895500070 Price category: 1.0
ID:2078500320 Price category: 4.0
ID:5547700270 Price category: 4.0
ID:7766200013 Price category: 5.0
ID:7203220400 Price category: 5.0
ID:9270200160 Price category: 5.0
ID:1432701230 Price category: 2.0
ID:8035350320 Price category: 4.0
ID:8945200830 Price category: 1.0
ID:4178300310 Price category: 5.0
ID:9215400105 Price category: 4.0
ID:822039084 Price category: 6.0
ID:5245600105 Price category: 1.0
ID:7231300125 Price category: 3.0
ID:7518505990 Price category: 4.0
ID:3626039271 Price category: 4.0
ID:4217401195 Price category: 6.0
ID:9822700295 Price category: 5.0
ID:9478500640 Price category: 2.0
ID:2799800710 Price category: 2.0
ID:7922800400 Price category: 6.0
ID:8079040320 Price category: 3.0
ID:1516000055 Price category: 5.0
ID:9558200045 Price category: 2.0
ID:5072410070 Price category: 4.0
ID:9528102996 Price category: 4.0
ID:1189001180 Price category: 3.0
ID:3253500160 Price category: 2.0
ID:3394100030 Price category: 6.0
ID:3717000160 Price category: 2.0
ID:1274500060 Price category: 1.0
ID:1802000060 Price category: 6.0
ID:1525059190 Price category: 6.0
ID:1049000060 Price category: 3.0
ID:8820901275 Price category: 4.0
ID:5416510140 Price category: 3.0
ID:3444100400 Price category: 3.0
ID:3276920270 Price category: 5.0
ID:4036801170 Price category: 3.0
ID:2391600320 Price category: 4.0
ID:6300000287 Price category: 3.0
ID:1531000030 Price category: 5.0
ID:5104520400 Price category: 3.0
ID:7437100340 Price category: 3.0
ID:9418400240 Price category: 3.0
ID:1523059105 Price category: 3.0
ID:1133000671 Price category: 2.0
ID:4232902595 Price category: 6.0
ID:2599001200 Price category: 2.0
ID:3342103156 Price category: 4.0
ID:1332700270 Price category: 1.0
ID:3869900162 Price category: 3.0
ID:2791500270 Price category: 1.0
ID:5036300431 Price category: 6.0
ID:4168000060 Price category: 1.0
ID:6021501535 Price category: 3.0
ID:6021501535 Price category: 5.0
ID:1483300570 Price category: 6.0
ID:3422049190 Price category: 2.0
ID:1099611230 Price category: 1.0
ID:722079104 Price category: 2.0
ID:7338200240 Price category: 3.0
ID:1952200240 Price category: 5.0
ID:5200100125 Price category: 4.0
ID:7214720075 Price category: 5.0
ID:2450000295 Price category: 6.0
ID:6197800045 Price category: 2.0
ID:1328310370 Price category: 3.0
ID:546000875 Price category: 4.0
ID:3530510041 Price category: 1.0
ID:1853000400 Price category: 5.0
ID:3134100116 Price category: 4.0
ID:9545230140 Price category: 4.0
ID:3362400511 Price category: 4.0
ID:2525310310 Price category: 2.0
ID:6126500060 Price category: 3.0
ID:8961960160 Price category: 4.0
ID:3626039325 Price category: 5.0
ID:3362400431 Price category: 4.0
ID:4060000240 Price category: 1.0
ID:3454800060 Price category: 1.0
ID:1695900060 Price category: 4.0
ID:7278700070 Price category: 5.0
ID:6675500070 Price category: 3.0
ID:3626039187 Price category: 3.0
ID:3524049083 Price category: 3.0
ID:3275860240 Price category: 5.0
ID:4389200955 Price category: 6.0
ID:4058801670 Price category: 3.0
ID:8732020310 Price category: 2.0
ID:2331300505 Price category: 5.0
ID:7853210060 Price category: 3.0
ID:3668000070 Price category: 1.0
ID:9545240070 Price category: 5.0
ID:1243100136 Price category: 5.0
ID:8929000270 Price category: 4.0
ID:2767602356 Price category: 5.0
ID:921049315 Price category: 1.0
ID:3655000070 Price category: 1.0
ID:4027700812 Price category: 4.0
ID:3992700335 Price category: 3.0
ID:2767603505 Price category: 4.0
ID:4232901525 Price category: 5.0
ID:1777500060 Price category: 4.0
ID:1432900240 Price category: 1.0
ID:6140100875 Price category: 3.0
ID:6071600370 Price category: 4.0
ID:1526069017 Price category: 6.0
ID:809001525 Price category: 6.0
ID:3224079105 Price category: 3.0
ID:8075400570 Price category: 2.0
ID:1994200024 Price category: 4.0
ID:3362900810 Price category: 4.0
ID:1324300398 Price category: 4.0
ID:537000445 Price category: 2.0
ID:7855801670 Price category: 6.0
ID:7920100045 Price category: 3.0
ID:8960000030 Price category: 1.0
ID:6388930390 Price category: 5.0
ID:8731900200 Price category: 2.0
ID:8029200135 Price category: 2.0
ID:1081200350 Price category: 2.0
ID:84000105 Price category: 2.0
ID:3756500060 Price category: 3.0
ID:7215720160 Price category: 6.0
ID:3574800520 Price category: 3.0
ID:2617300160 Price category: 3.0
ID:2558660270 Price category: 3.0
ID:2009000370 Price category: 2.0
ID:1836980160 Price category: 5.0
ID:3261020370 Price category: 5.0
ID:1755700060 Price category: 3.0
ID:4330600435 Price category: 2.0
ID:9542800700 Price category: 2.0
ID:1999700045 Price category: 2.0
ID:1762600070 Price category: 6.0
ID:1687900520 Price category: 5.0
ID:7234600798 Price category: 3.0
ID:3881900445 Price category: 3.0
ID:2254502445 Price category: 3.0
ID:5437810320 Price category: 2.0
ID:9158100075 Price category: 3.0
ID:3830630310 Price category: 2.0
ID:8123100045 Price category: 4.0
ID:3127200041 Price category: 4.0
ID:6661200320 Price category: 1.0
ID:11510310 Price category: 5.0
ID:825059270 Price category: 6.0
ID:8731951370 Price category: 2.0
ID:1954440060 Price category: 4.0
ID:2264500350 Price category: 4.0
ID:1115810060 Price category: 4.0
ID:9477200200 Price category: 2.0
ID:1432600560 Price category: 1.0
ID:2287000060 Price category: 5.0
ID:3663500060 Price category: 3.0
ID:3996900125 Price category: 1.0
ID:7796450200 Price category: 2.0
ID:7549802535 Price category: 3.0
ID:3278600320 Price category: 4.0
ID:2824079053 Price category: 3.0
ID:1222069094 Price category: 3.0
ID:3542300060 Price category: 1.0
ID:2222059065 Price category: 2.0
ID:7551300060 Price category: 4.0
ID:100600550 Price category: 1.0
ID:3211100860 Price category: 2.0
ID:3456000310 Price category: 5.0
ID:9526600140 Price category: 5.0
ID:7465900060 Price category: 3.0
ID:1222000055 Price category: 1.0
ID:6300000550 Price category: 4.0
ID:2310030510 Price category: 2.0
ID:1025049114 Price category: 4.0
ID:8677300550 Price category: 4.0
ID:4014400292 Price category: 4.0
ID:1102000196 Price category: 4.0
ID:257000138 Price category: 2.0
ID:46100204 Price category: 6.0
ID:1909600046 Price category: 3.0
ID:1250202145 Price category: 6.0
ID:7611200125 Price category: 4.0
ID:5611500140 Price category: 5.0
ID:7138000260 Price category: 2.0
ID:626059335 Price category: 4.0
ID:1922059282 Price category: 3.0
ID:705700390 Price category: 3.0
ID:7454001200 Price category: 3.0
ID:8682281200 Price category: 4.0
ID:7972000200 Price category: 2.0
ID:722059070 Price category: 1.0
ID:7202340400 Price category: 4.0
ID:8096000060 Price category: 5.0
ID:2424000060 Price category: 4.0
ID:9264902050 Price category: 2.0
ID:943100260 Price category: 1.0
ID:3677400445 Price category: 4.0
ID:1762600320 Price category: 6.0
ID:4058000060 Price category: 3.0
ID:7228500560 Price category: 3.0
ID:326069104 Price category: 5.0
ID:5152100060 Price category: 4.0
ID:3584000310 Price category: 1.0
ID:8150100045 Price category: 1.0
ID:1868901275 Price category: 4.0
ID:6131600075 Price category: 1.0
ID:9468200125 Price category: 4.0
ID:8029510030 Price category: 3.0
ID:2025069065 Price category: 6.0
ID:7899800890 Price category: 1.0
ID:3021059276 Price category: 2.0
ID:3797001895 Price category: 4.0
ID:3832710960 Price category: 2.0
ID:1310430400 Price category: 4.0
ID:1422300030 Price category: 3.0
ID:1105000588 Price category: 3.0
ID:3830630060 Price category: 1.0
ID:5101404898 Price category: 4.0
ID:7972601890 Price category: 3.0
ID:5127001620 Price category: 2.0
ID:9407100800 Price category: 2.0
ID:1873100060 Price category: 5.0
ID:8722101360 Price category: 5.0
ID:8644000060 Price category: 1.0
ID:3325069129 Price category: 4.0
ID:1400300055 Price category: 3.0
ID:2123039032 Price category: 3.0
ID:8078560140 Price category: 2.0
ID:3438500192 Price category: 2.0
ID:7974200510 Price category: 3.0
ID:2557000400 Price category: 2.0
ID:7960900060 Price category: 6.0
ID:4054500390 Price category: 6.0
ID:6378500125 Price category: 3.0
ID:1745100140 Price category: 1.0
ID:2976800796 Price category: 1.0
ID:4235400186 Price category: 3.0
ID:4215100060 Price category: 3.0
ID:9189700045 Price category: 4.0
ID:1126049053 Price category: 5.0
ID:2022069200 Price category: 4.0
ID:9412900055 Price category: 3.0
ID:1722059235 Price category: 2.0
ID:6874200960 Price category: 1.0
ID:7424700045 Price category: 6.0
ID:7202360350 Price category: 5.0
ID:5634500392 Price category: 3.0
ID:1509500060 Price category: 3.0
ID:7214810350 Price category: 4.0
ID:6647200060 Price category: 3.0
ID:9552700140 Price category: 5.0
ID:2200500350 Price category: 4.0
ID:6113400046 Price category: 3.0
ID:6619910140 Price category: 4.0
ID:1115450240 Price category: 3.0
ID:6073240060 Price category: 4.0
ID:9297300045 Price category: 4.0
ID:9510920070 Price category: 5.0
ID:5468730030 Price category: 2.0
ID:8079030390 Price category: 3.0
ID:600000152 Price category: 3.0
ID:1840000030 Price category: 2.0
ID:3225069065 Price category: 6.0
ID:3260800030 Price category: 3.0
ID:2747100024 Price category: 4.0
ID:5104530560 Price category: 1.0
ID:4330600350 Price category: 2.0
ID:5016001535 Price category: 5.0
ID:7280300196 Price category: 4.0
ID:8651520400 Price category: 4.0
ID:7171200445 Price category: 4.0
ID:3204800200 Price category: 5.0
ID:3416600800 Price category: 5.0
ID:7994700030 Price category: 1.0
ID:1860600135 Price category: 6.0
ID:4139480200 Price category: 6.0
ID:4139480200 Price category: 6.0
ID:1328320800 Price category: 2.0
ID:7771300125 Price category: 4.0
ID:3422059208 Price category: 3.0
ID:9521101455 Price category: 4.0
ID:4337000335 Price category: 2.0
ID:325059286 Price category: 5.0
ID:2597650240 Price category: 4.0
ID:3353400435 Price category: 1.0
ID:7972000240 Price category: 1.0
ID:7520000520 Price category: 1.0
ID:7520000520 Price category: 1.0
ID:3530210260 Price category: 2.0
ID:1959700550 Price category: 5.0
ID:1665400045 Price category: 1.0
ID:9542850320 Price category: 5.0
ID:3179100060 Price category: 5.0
ID:2946001550 Price category: 2.0
ID:8078490390 Price category: 2.0
ID:9550201550 Price category: 4.0
ID:191100045 Price category: 6.0
ID:5009600070 Price category: 2.0
ID:200350070 Price category: 4.0
ID:2877103726 Price category: 5.0
ID:405100295 Price category: 2.0
ID:4268200055 Price category: 1.0
ID:3126069068 Price category: 4.0
ID:1115300070 Price category: 5.0
ID:6414100671 Price category: 3.0
ID:7004200060 Price category: 2.0
ID:7852110140 Price category: 4.0
ID:3969300030 Price category: 1.0
ID:3969300030 Price category: 1.0
ID:4048400070 Price category: 2.0
ID:808000070 Price category: 1.0
ID:7374200030 Price category: 3.0
ID:7325600160 Price category: 2.0
ID:2757000030 Price category: 5.0
ID:616000140 Price category: 2.0
ID:3363900111 Price category: 3.0
ID:9262800171 Price category: 2.0
ID:6607000126 Price category: 3.0
ID:5416510830 Price category: 2.0
ID:2201500030 Price category: 3.0
ID:325059171 Price category: 6.0
ID:952003285 Price category: 5.0
ID:3211290370 Price category: 4.0
ID:1072010350 Price category: 3.0
ID:8856950070 Price category: 3.0
ID:925059078 Price category: 4.0
ID:7855801090 Price category: 5.0
ID:723099065 Price category: 4.0
ID:6116500075 Price category: 5.0
ID:1118500030 Price category: 5.0
ID:424069250 Price category: 5.0
ID:3291800710 Price category: 3.0
ID:6838700060 Price category: 2.0
ID:2231500030 Price category: 2.0
ID:2231500030 Price category: 4.0
ID:7683900200 Price category: 3.0
ID:8155830060 Price category: 2.0
ID:98020310 Price category: 5.0
ID:9423400140 Price category: 4.0
ID:1545804860 Price category: 2.0
ID:2883200160 Price category: 4.0
ID:7132300695 Price category: 3.0
ID:1726059053 Price category: 2.0
ID:624111000 Price category: 6.0
ID:808300310 Price category: 3.0
ID:8563040160 Price category: 4.0
ID:713500030 Price category: 6.0
ID:8651600160 Price category: 5.0
ID:9517200030 Price category: 3.0
ID:2460700700 Price category: 2.0
ID:1223039290 Price category: 3.0
ID:2890100060 Price category: 3.0
ID:7972600860 Price category: 3.0
ID:8857320070 Price category: 4.0
ID:4047200695 Price category: 3.0
ID:1653500070 Price category: 6.0
ID:1923000030 Price category: 6.0
ID:3649100320 Price category: 3.0
ID:7375300160 Price category: 4.0
ID:5175800060 Price category: 3.0
ID:1604601375 Price category: 3.0
ID:2473251090 Price category: 2.0
ID:9126100861 Price category: 4.0
ID:3420069065 Price category: 3.0
ID:6021501685 Price category: 3.0
ID:1151100070 Price category: 3.0
ID:8856950240 Price category: 3.0
ID:9385200055 Price category: 5.0
ID:7821200390 Price category: 4.0
ID:8078520310 Price category: 2.0
ID:1565950030 Price category: 3.0
ID:1560930070 Price category: 5.0
ID:6700400140 Price category: 2.0
ID:2422029094 Price category: 4.0
ID:1774220160 Price category: 4.0
ID:1525200060 Price category: 4.0
ID:1678400105 Price category: 3.0
ID:3426059070 Price category: 4.0
ID:824079032 Price category: 4.0
ID:2697100140 Price category: 3.0
ID:8724300030 Price category: 3.0
ID:8678500060 Price category: 6.0
ID:625049299 Price category: 4.0
ID:6073200075 Price category: 4.0
ID:6388900710 Price category: 4.0
ID:1442860160 Price category: 3.0
ID:7942600310 Price category: 3.0
ID:1545808560 Price category: 1.0
ID:936000060 Price category: 2.0
ID:9808650060 Price category: 6.0
ID:3754700160 Price category: 3.0
ID:305500140 Price category: 3.0
ID:5468750060 Price category: 3.0
ID:2944010240 Price category: 6.0
ID:3454000060 Price category: 6.0
ID:646910160 Price category: 1.0
ID:8564950390 Price category: 4.0
ID:2268400350 Price category: 5.0
ID:7504101040 Price category: 5.0
ID:11500890 Price category: 5.0
ID:9528102772 Price category: 3.0
ID:284000223 Price category: 4.0
ID:3353401710 Price category: 1.0
ID:8159610030 Price category: 1.0
ID:3179100435 Price category: 4.0
ID:822079033 Price category: 3.0
ID:8857600960 Price category: 1.0
ID:1774000200 Price category: 3.0
ID:2024069128 Price category: 6.0
ID:1049010390 Price category: 4.0
ID:7905370390 Price category: 4.0
ID:4140090240 Price category: 4.0
ID:4055700030 Price category: 6.0
ID:3775300030 Price category: 3.0
ID:2525300030 Price category: 1.0
ID:1324059104 Price category: 5.0
ID:2287000030 Price category: 5.0
ID:7702010030 Price category: 4.0
ID:1529200340 Price category: 4.0
ID:2122039094 Price category: 5.0
ID:1742800030 Price category: 4.0
ID:1796360350 Price category: 2.0
ID:6154500070 Price category: 6.0
ID:1843100340 Price category: 3.0
ID:8944290160 Price category: 1.0
ID:4166600473 Price category: 3.0
ID:7282300125 Price category: 3.0
ID:8658300340 Price category: 1.0
ID:2419600075 Price category: 4.0
ID:2621760350 Price category: 3.0
ID:1723049270 Price category: 3.0
ID:4123840310 Price category: 3.0
ID:2172000075 Price category: 2.0
ID:8651611170 Price category: 5.0
ID:8820902200 Price category: 6.0
ID:8651610890 Price category: 6.0
ID:1853080570 Price category: 5.0
ID:3629920030 Price category: 4.0
ID:1604602050 Price category: 4.0
ID:6844700810 Price category: 3.0
ID:66000070 Price category: 2.0
ID:6665800030 Price category: 4.0
ID:2205700350 Price category: 3.0
ID:5466000030 Price category: 3.0
ID:6189200125 Price category: 5.0
ID:9169600135 Price category: 4.0
ID:2625069070 Price category: 6.0
ID:8732131090 Price category: 2.0
ID:9286000240 Price category: 6.0
ID:1895000260 Price category: 1.0
ID:8691370400 Price category: 5.0
ID:5423010350 Price category: 6.0
ID:8562501040 Price category: 4.0
ID:2475200140 Price category: 3.0
ID:7942100310 Price category: 1.0
ID:3760000030 Price category: 5.0
ID:1727500340 Price category: 3.0
ID:9828702519 Price category: 4.0
ID:4432600075 Price category: 5.0
ID:7806300030 Price category: 2.0
ID:9274202270 Price category: 4.0
ID:7852030960 Price category: 3.0
ID:7852170140 Price category: 5.0
ID:7518503335 Price category: 4.0
ID:5467900070 Price category: 3.0
ID:1245002952 Price category: 6.0
ID:8906200070 Price category: 2.0
ID:5379805885 Price category: 1.0
ID:2769600560 Price category: 4.0
ID:9238901420 Price category: 3.0
ID:5113400431 Price category: 4.0
ID:3885805665 Price category: 6.0
ID:8121200810 Price category: 4.0
ID:5126310400 Price category: 4.0
